"","state","Pollster","Obama","McCain","middate","days.until"
"896","OH","Zogby-4",50,45,"10/24/08",11
"897","OH","GfK Roper-5",48,41,"10/24/08",11
"898","OH","Quinnipiac U.-5",51,42,"10/24/08",11
"899","OH","Insider Advantage-1",52,42,"10/22/08",13
"900","OH","U. of Wisconsin-4",53,41,"10/20/08",15
"901","OH","Opinion Research-3",50,46,"10/20/08",15
"902","OH","U. of Cincinnati-5",49,46,"10/20/08",15
"903","OH","Rasmussen-1",47,49,"10/19/08",16
"904","OH","Quinnipiac U.-6",52,38,"10/18/08",17
"905","OH","Suffolk U.-4",51,42,"10/17/08",18
"906","OH","Ohio U.-12",57,41,"10/17/08",18
"907","OH","Mason-Dixon-2",45,46,"10/16/08",19
"908","OH","Rasmussen-1",49,49,"10/14/08",21
"909","OH","SurveyUSA-2",50,45,"10/12/08",23
"910","OH","Rasmussen-1",49,47,"10/12/08",23
"911","OH","Insider Advantage-1",49,44,"10/9/08",26
"912","OH","Marist Coll.-4",49,45,"10/6/08",29
"913","OH","U. of Cincinnati-5",46,48,"10/6/08",29
"914","OH","ARG-4",48,45,"10/5/08",30
"915","OH","Rasmussen-1",47,48,"10/5/08",30
"916","OH","Opinion Research-4",50,47,"10/4/08",31
"917","OH","U. of Akron-22",45,41,"10/4/08",31
"918","OH","ABC News-3",51,45,"10/4/08",31
"919","OH","Washington Post-3",51,45,"10/4/08",31
"920","OH","Insider Advantage-1",47,45,"9/29/08",36
"921","OH","SurveyUSA-2",48,49,"9/28/08",37
"922","OH","Columbus Dispatch-10",49,42,"9/28/08",37
"923","OH","Rasmussen-1",47,48,"9/28/08",37
"924","OH","Quinnipiac U.-3",50,42,"9/28/08",37
"925","OH","Rasmussen-1",46,47,"9/23/08",42
"926","OH","Insider Advantage-1",46,46,"9/22/08",43
"927","OH","Rasmussen-1",46,50,"9/21/08",44
"928","OH","U. of Wisconsin-4",46,45,"9/15/08",50
"929","OH","Opinion Research-3",49,47,"9/15/08",50
"930","OH","Rasmussen-1",45,48,"9/14/08",51
"931","OH","U. of Cincinnati-5",42,48,"9/14/08",51
"932","OH","SurveyUSA-3",45,49,"9/13/08",52
"933","OH","Financial Dynamics-5",41,42,"9/13/08",52
"934","OH","Marist Coll.-5",47,45,"9/13/08",52
"935","OH","Suffolk U.-4",42,46,"9/11/08",54
"936","OH","ARG-4",44,50,"9/11/08",54
"937","OH","Insider Advantage-2",47,48,"9/9/08",56
"938","OH","U. of Cincinnati-6",44,48,"9/7/08",58
"939","OH","Rasmussen-1",44,51,"9/7/08",58
"940","OH","Quinnipiac U.-5",49,44,"9/7/08",58
"941","OH","Opinion Research-3",47,45,"9/1/08",64
"942","OH","Quinnipiac U.-8",44,43,"8/20/08",76
"943","OH","Rasmussen-1",41,45,"8/18/08",78
"944","OH","Columbus Dispatch-10",41,42,"8/16/08",80
"945","OH","U. of Akron-32",40,40,"8/1/08",95
"946","OH","Quinnipiac U.-7",46,44,"7/26/08",101
"947","OH","Rasmussen-1",40,46,"7/21/08",106
"948","OH","SurveyUSA-3",48,46,"6/21/08",136
"949","OH","Rasmussen-1",43,44,"6/17/08",140
"950","OH","Quinnipiac U.-8",48,42,"6/12/08",145
"951","OH","SurveyUSA-3",48,39,"5/17/08",171
"952","OH","Quinnipiac U.-8",40,44,"5/16/08",172
"953","OH","Rasmussen-1",44,45,"5/14/08",174
"954","OH","Quinnipiac U.-7",42,43,"4/26/08",192
"955","OH","SurveyUSA-3",45,47,"4/12/08",206
"956","OH","Rasmussen-1",40,47,"4/8/08",210
"957","OH","Quinnipiac U.-8",43,42,"3/27/08",222
"958","OH","SurveyUSA-3",43,50,"3/15/08",234
"959","OH","Rasmussen-1",40,46,"3/13/08",236
"960","OH","SurveyUSA-3",50,40,"2/27/08",251
"961","OH","U. of Cincinnati-4",48,47,"2/22/08",256
"962","OH","Rasmussen-1",41,42,"2/17/08",261
"963","OH","SurveyUSA-3",47,44,"2/16/08",262
"964","OH","Quinnipiac U.-7",40,42,"2/9/08",269
"965","OH","SurveyUSA-3",43,50,"1/5/08",304
"966","OH","Election 2004-1",49,51,"1/1/08",308
"967","OK","SurveyUSA-2",34,63,"10/28/08",7
"968","OK","SurveyUSA-2",35,59,"10/18/08",17
"969","OK","TV Poll-3",32,63,"10/11/08",24
"970","OK","TV Poll-2",29,66,"10/4/08",31
"971","OK","SurveyUSA-2",34,64,"9/28/08",37
"972","OK","Research 2000-2",36,59,"9/16/08",49
"973","OK","ARG-4",34,61,"9/16/08",49
"974","OK","Rasmussen-1",32,63,"9/11/08",54
"975","OK","SurveyUSA-3",32,65,"9/6/08",59
"976","OK","Sooner Poll-5",24,56,"7/21/08",106
"977","OK","Research 2000-3",38,52,"6/10/08",147
"978","OK","SurveyUSA-3",34,57,"2/27/08",251
"979","OK","Election 2004-1",34,66,"1/1/08",308
"980","OR","Rasmussen-1",54,42,"10/30/08",5
"981","OR","SurveyUSA-2",57,38,"10/29/08",6
"982","OR","Research 2000-3",55,39,"10/28/08",7
"983","OR","SurveyUSA-2",57,38,"10/25/08",10
"984","OR","Northern Arizona U.-10",49,41,"10/22/08",13
"985","OR","Riley Research-11",48,34,"10/15/08",20
"986","OR","Research 2000-2",53,38,"10/14/08",21
"987","OR","Rasmussen-1",54,41,"10/14/08",21
"988","OR","SurveyUSA-2",57,40,"10/11/08",24
"989","OR","Rasmussen-1",54,43,"10/9/08",26
"990","OR","Research 2000-3",53,39,"9/23/08",42
"991","OR","SurveyUSA-2",52,41,"9/22/08",43
"992","OR","ARG-4",52,41,"9/20/08",45
"993","OR","Rasmussen-1",51,47,"9/15/08",50
"994","OR","Davis Hibbitts Midghall-4",50,40,"9/12/08",53
"995","OR","Rasmussen-1",47,37,"8/7/08",89
"996","OR","SurveyUSA-3",48,45,"8/3/08",93
"997","OR","Rasmussen-1",46,37,"7/16/08",111
"998","OR","SurveyUSA-3",48,45,"6/18/08",139
"999","OR","Rasmussen-1",46,38,"6/11/08",146
"1000","OR","SurveyUSA-3",49,39,"5/17/08",171
"1001","OR","Rasmussen-1",52,38,"5/7/08",181
"1002","OR","SurveyUSA-3",51,42,"4/12/08",206
"1003","OR","Rasmussen-1",48,42,"3/26/08",223
"1004","OR","SurveyUSA-3",50,41,"3/15/08",234
"1005","OR","SurveyUSA-3",49,41,"2/27/08",251
"1006","OR","SurveyUSA-3",48,47,"2/16/08",262
"1007","OR","Rasmussen-1",49,40,"2/13/08",265
"1008","OR","Riley Res.-12",46,38,"2/12/08",266
"1009","OR","SurveyUSA-3",47,47,"1/12/08",297
"1010","OR","Election 2004-1",52,48,"1/1/08",308
"1011","PA","Rasmussen-1",52,46,"11/1/08",3
"1012","PA","Zogby-4",54,40,"10/31/08",4
"1013","PA","Rasmussen-1",51,47,"10/30/08",5
"1014","PA","SurveyUSA-3",51,44,"10/30/08",5
"1015","PA","ARG-3",51,45,"10/30/08",5
"1016","PA","Muhlenberg Coll.-5",52,45,"10/30/08",5
"1017","PA","Mason-Dixon-2",47,43,"10/27/08",8
"1018","PA","Rasmussen-1",53,46,"10/27/08",8
"1019","PA","Marist Coll.-2",55,41,"10/26/08",9
"1020","PA","Insider Advantage-1",51,42,"10/26/08",9
"1021","PA","Opinion Research-6",55,43,"10/25/08",10
"1022","PA","Muhlenberg Coll.-5",53,41,"10/25/08",10
"1023","PA","GfK Roper-5",52,40,"10/24/08",11
"1024","PA","Siena Coll.-5",53,40,"10/24/08",11
"1025","PA","Quinnipiac U.-5",53,41,"10/24/08",11
"1026","PA","Franklin+Marshall Coll.-6",53,40,"10/23/08",12
"1027","PA","Temple U.-7",50,41,"10/23/08",12
"1028","PA","SurveyUSA-2",53,41,"10/21/08",14
"1029","PA","U. of Wisconsin-4",52,41,"10/20/08",15
"1030","PA","Muhlenberg Coll.-5",52,42,"10/20/08",15
"1031","PA","Quinnipiac U.-6",53,40,"10/18/08",17
"1032","PA","Financial Dynamics-5",51,41,"10/18/08",17
"1033","PA","Susquehanna Polling-4",48,40,"10/17/08",18
"1034","PA","Muhlenberg Coll.-5",52,39,"10/15/08",20
"1035","PA","SurveyUSA-3",55,40,"10/12/08",23
"1036","PA","Muhlenberg Coll.-5",51,38,"10/10/08",25
"1037","PA","Muhlenberg Coll.-5",50,39,"10/7/08",28
"1038","PA","Marist Coll.-4",53,41,"10/6/08",29
"1039","PA","Rasmussen-1",54,41,"10/6/08",29
"1040","PA","SurveyUSA-2",55,40,"10/5/08",30
"1041","PA","West Chester U.-4",52,42,"10/4/08",31
"1042","PA","Muhlenberg Coll.-5",50,40,"10/2/08",33
"1043","PA","Rasmussen-1",50,42,"9/28/08",37
"1044","PA","Quinnipiac U.-3",54,39,"9/28/08",37
"1045","PA","Muhlenberg Coll.-5",49,41,"9/27/08",38
"1046","PA","Franklin+Marshall Coll.-6",48,43,"9/25/08",40
"1047","PA","Rasmussen-1",49,45,"9/24/08",41
"1048","PA","SurveyUSA-2",50,44,"9/23/08",42
"1049","PA","Muhlenberg Coll.-5",47,43,"9/23/08",42
"1050","PA","Opinion Research-3",53,44,"9/22/08",43
"1051","PA","Rasmussen-1",48,45,"9/21/08",44
"1052","PA","ARG-3",50,46,"9/21/08",44
"1053","PA","Financial Dynamics-5",43,41,"9/20/08",45
"1054","PA","Mason-Dixon-3",46,44,"9/17/08",48
"1055","PA","U. of Wisconsin-4",45,45,"9/15/08",50
"1056","PA","Rasmussen-1",47,47,"9/14/08",51
"1057","PA","Marist Coll.-5",49,44,"9/13/08",52
"1058","PA","Rasmussen-1",47,45,"9/7/08",58
"1059","PA","Quinnipiac U.-5",48,45,"9/7/08",58
"1060","PA","Opinion Research-3",48,43,"8/25/08",71
"1061","PA","Quinnipiac U.-8",49,42,"8/20/08",76
"1062","PA","Rasmussen-1",45,40,"8/19/08",77
"1063","PA","Susquehanna Polling-4",46,41,"8/12/08",84
"1064","PA","Franklin+Marshall Coll.-7",46,41,"8/7/08",89
"1065","PA","Quinnipiac U.-7",49,42,"7/26/08",101
"1066","PA","Rasmussen-1",47,42,"7/23/08",104
"1067","PA","Rasmussen-1",46,42,"6/22/08",135
"1068","PA","Quinnipiac U.-8",52,40,"6/12/08",145
"1069","PA","Rasmussen-1",45,43,"5/21/08",167
"1070","PA","SurveyUSA-3",48,40,"5/17/08",171
"1071","PA","Quinnipiac U.-8",46,40,"5/16/08",172
"1072","PA","Susquehanna Polling-6",46,39,"5/3/08",185
"1073","PA","Quinnipiac U.-7",47,38,"4/26/08",192
"1074","PA","Rasmussen-1",43,44,"4/24/08",194
"1075","PA","Rasmussen-1",47,39,"4/9/08",209
"1076","PA","Temple U.-14",47,40,"4/2/08",216
"1077","PA","Quinnipiac U.-8",43,39,"3/27/08",222
"1078","PA","Rasmussen-1",43,44,"3/10/08",239
"1079","PA","Susquehanna Polling-6",41,45,"3/7/08",242
"1080","PA","SurveyUSA-3",42,47,"2/27/08",251
"1081","PA","Franklin+Marshall Coll.-6",43,44,"2/15/08",263
"1082","PA","Rasmussen-1",49,39,"2/14/08",264
"1083","PA","Muhlenberg Coll.-9",39,42,"2/13/08",265
"1084","PA","Quinnipiac U.-7",42,41,"2/9/08",269
"1085","PA","Rasmussen-1",38,46,"1/8/08",301
"1086","PA","Election 2004-1",51,49,"1/1/08",308
"1087","RI","Opinion Factor-2",48,26,"9/30/08",35
"1088","RI","Brown U.-2",47,34,"9/15/08",50
"1089","RI","Rasmussen-1",58,39,"9/13/08",52
"1090","RI","ARG-3",59,33,"9/12/08",53
"1091","RI","Brown U.-3",51,30,"8/19/08",77
"1092","RI","Rasmussen-1",55,31,"6/30/08",127
"1093","RI","Rhode Island Coll.-10",53,25,"6/22/08",135
"1094","RI","SurveyUSA-3",53,38,"2/27/08",251
"1095","RI","Election 2004-1",60,39,"1/1/08",308
"1096","SC","SurveyUSA-2",44,52,"10/28/08",7
"1097","SC","Princeton Survey-4",42,53,"10/26/08",9
"1098","SC","Rasmussen-1",43,54,"10/20/08",15
"1099","SC","SurveyUSA-2",41,55,"10/12/08",23
"1100","SC","Winthrop U.-22",35,55,"10/8/08",27
"1101","SC","Research 2000-3",39,54,"9/23/08",42
"1102","SC","SurveyUSA-2",39,58,"9/21/08",44
"1103","SC","Rasmussen-1",45,51,"9/18/08",47
"1104","SC","ARG-4",37,59,"9/15/08",50
"1105","SC","Research 2000-2",40,53,"7/22/08",105
"1106","SC","Rasmussen-1",39,48,"6/5/08",152
"1107","SC","SurveyUSA-3",45,48,"2/27/08",251
"1108","SC","Election 2004-1",41,58,"1/1/08",308
"1109","SD","Rasmussen-1",44,53,"10/30/08",5
"1110","SD","Research 2000-3",41,50,"10/23/08",12
"1111","SD","Mason-Dixon-3",41,48,"10/14/08",21
"1112","SD","ARG-3",39,55,"9/20/08",45
"1113","SD","Rasmussen-1",37,54,"9/9/08",56
"1114","SD","Rasmussen-1",43,47,"7/9/08",118
"1115","SD","Dakota Wesleyan U.-11",34,51,"3/29/08",220
"1116","SD","Rasmussen-1",38,48,"3/4/08",245
"1117","SD","SurveyUSA-3",43,47,"2/27/08",251
"1118","SD","Election 2004-1",38,60,"1/1/08",308
"1119","TN","Research 2000-2",38,54,"10/21/08",14
"1120","TN","Rasmussen-1",42,54,"10/16/08",19
"1121","TN","Rasmussen-1",39,58,"9/29/08",36
"1122","TN","Mason-Dixon-3",39,55,"9/23/08",42
"1123","TN","Middle Tenn. State U.-13",35,55,"9/21/08",44
"1124","TN","Middle Tenn. State U.-13",36,48,"9/21/08",44
"1125","TN","ARG-4",36,59,"9/17/08",48
"1126","TN","Rasmussen-1",32,56,"8/20/08",76
"1127","TN","Rasmussen-1",36,51,"6/24/08",133
"1128","TN","Rasmussen-1",31,58,"4/3/08",215
"1129","TN","SurveyUSA-3",38,54,"2/27/08",251
"1130","TN","Middle Tenn. State U.-13",36,50,"2/17/08",261
"1131","TN","Election 2004-1",43,57,"1/1/08",308
"1132","TX","Rasmussen-1",44,54,"10/21/08",14
"1133","TX","U. of Texas-8",40,51,"10/18/08",17
"1134","TX","Research 2000-2",40,52,"10/14/08",21
"1135","TX","ARG-4",38,57,"10/6/08",29
"1136","TX","Rasmussen-1",43,52,"9/29/08",36
"1137","TX","ARG-4",36,57,"9/14/08",51
"1138","TX","Rasmussen-1",41,50,"8/21/08",75
"1139","TX","Rasmussen-1",41,50,"7/30/08",97
"1140","TX","U. of Texas-13",33,43,"7/24/08",103
"1141","TX","Rasmussen-1",39,48,"6/25/08",132
"1142","TX","Texas Lyceum-9",38,43,"6/16/08",141
"1143","TX","Rasmussen-1",39,52,"6/2/08",155
"1144","TX","Research 2000-3",39,52,"5/6/08",182
"1145","TX","Rasmussen-1",43,48,"5/1/08",187
"1146","TX","SurveyUSA-3",46,47,"2/27/08",251
"1147","TX","SurveyUSA-3",41,49,"2/24/08",254
"1148","TX","Opinion Res.-4",44,52,"2/15/08",263
"1149","TX","Election 2004-1",38,61,"1/1/08",308
"1150","UT","Dan Jones-7",32,57,"10/27/08",8
"1151","UT","Mason-Dixon-3",32,55,"10/24/08",11
"1152","UT","ARG-4",29,65,"9/11/08",54
"1153","UT","Rasmussen-1",32,64,"9/10/08",55
"1154","UT","Dan Jones-4",24,62,"9/9/08",56
"1155","UT","Mason-Dixon-3",23,62,"8/14/08",82
"1156","UT","Rasmussen-1",33,52,"6/19/08",138
"1157","UT","Dan Jones-4",29,57,"6/17/08",140
"1158","UT","Dan Jones-7",27,62,"5/16/08",172
"1159","UT","SurveyUSA-3",39,50,"2/27/08",251
"1160","UT","Election 2004-1",26,71,"1/1/08",308
"1161","VT","Research 2000-3",57,36,"10/25/08",10
"1162","VT","Rasmussen-1",60,36,"10/9/08",26
"1163","VT","ARG-5",56,38,"9/20/08",45
"1164","VT","Rasmussen-1",60,36,"9/13/08",52
"1165","VT","Research 2000-4",55,36,"9/12/08",53
"1166","VT","SurveyUSA-3",63,29,"2/27/08",251
"1167","VT","Research 2000-3",57,36,"2/20/08",258
"1168","VT","Election 2004-1",59,39,"1/1/08",308
"1169","VA","Zogby-4",51,45,"10/31/08",4
"1170","VA","SurveyUSA-3",50,46,"10/31/08",4
"1171","VA","Mason-Dixon-2",47,44,"10/29/08",6
"1172","VA","Marist Coll.-2",51,47,"10/26/08",9
"1173","VA","Rasmussen-1",51,47,"10/26/08",9
"1174","VA","SurveyUSA-2",52,43,"10/25/08",10
"1175","VA","Opinion Research-6",53,44,"10/25/08",10
"1176","VA","Financial Dynamics-5",48,44,"10/25/08",10
"1177","VA","Zogby-4",52,45,"10/24/08",11
"1178","VA","GfK Roper-5",49,42,"10/24/08",11
"1179","VA","Washington Post-4",52,44,"10/23/08",12
"1180","VA","Roanoke Coll.-8",48,39,"10/22/08",13
"1181","VA","Virg. Commonwealth U.-3",51,40,"10/21/08",14
"1182","VA","Mason-Dixon-2",47,45,"10/20/08",15
"1183","VA","Opinion Research-3",54,44,"10/20/08",15
"1184","VA","SurveyUSA-2",51,45,"10/18/08",17
"1185","VA","Rasmussen-1",54,44,"10/16/08",19
"1186","VA","Christopher Newport U.-4",49,43,"10/12/08",23
"1187","VA","Opinion Research-4",53,43,"10/12/08",23
"1188","VA","Rasmussen-1",50,47,"10/12/08",23
"1189","VA","Winthrop U.-22",45,44,"10/8/08",27
"1190","VA","Rasmussen-1",50,48,"10/5/08",30
"1191","VA","SurveyUSA-2",53,43,"10/4/08",31
"1192","VA","Suffolk U.-3",51,39,"10/4/08",31
"1193","VA","Mason-Dixon-3",45,48,"9/30/08",35
"1194","VA","Insider Advantage-1",51,45,"9/29/08",36
"1195","VA","Opinion Research-3",53,44,"9/29/08",36
"1196","VA","Rasmussen-1",50,47,"9/28/08",37
"1197","VA","ARG-3",46,49,"9/28/08",37
"1198","VA","Rasmussen-1",50,45,"9/25/08",40
"1199","VA","Rasmussen-1",48,50,"9/21/08",44
"1200","VA","SurveyUSA-3",51,45,"9/20/08",45
"1201","VA","ABC News-4",49,46,"9/19/08",46
"1202","VA","Washington Post-4",49,46,"9/19/08",46
"1203","VA","Mason-Dixon-6",44,47,"9/19/08",46
"1204","VA","ARG-4",46,48,"9/18/08",47
"1205","VA","Insider Advantage-1",46,48,"9/17/08",48
"1206","VA","Rasmussen-1",48,48,"9/14/08",51
"1207","VA","SurveyUSA-3",50,46,"9/13/08",52
"1208","VA","Financial Dynamics-5",41,48,"9/13/08",52
"1209","VA","Christopher Newport U.-5",39,48,"9/12/08",53
"1210","VA","Opinion Research-3",46,50,"9/8/08",57
"1211","VA","Rasmussen-1",47,49,"9/7/08",58
"1212","VA","SurveyUSA-3",47,49,"9/6/08",59
"1213","VA","Insider Advantage-1",43,43,"8/12/08",84
"1214","VA","Rasmussen-1",46,45,"8/12/08",84
"1215","VA","SurveyUSA-3",47,48,"8/9/08",87
"1216","VA","Rasmussen-1",44,44,"7/16/08",111
"1217","VA","SurveyUSA-3",49,47,"6/21/08",136
"1218","VA","Rasmussen-1",45,44,"6/12/08",145
"1219","VA","SurveyUSA-3",49,42,"5/17/08",171
"1220","VA","Virg. Commonwealth U.-7",36,44,"5/15/08",173
"1221","VA","Rasmussen-1",44,47,"5/8/08",180
"1222","VA","SurveyUSA-3",44,52,"4/12/08",206
"1223","VA","Rasmussen-1",41,52,"3/27/08",222
"1224","VA","SurveyUSA-3",48,47,"3/15/08",234
"1225","VA","SurveyUSA-3",47,47,"2/27/08",251
"1226","VA","Rasmussen-1",44,49,"2/19/08",259
"1227","VA","SurveyUSA-3",51,45,"2/16/08",262
"1228","VA","SurveyUSA-2",40,52,"1/16/08",293
"1229","VA","Election 2004-1",45,54,"1/1/08",308
"1230","WA","U. of Washington-5",51,39,"10/29/08",6
"1231","WA","SurveyUSA-2",56,39,"10/26/08",9
"1232","WA","Rasmussen-1",54,43,"10/22/08",13
"1233","WA","U. of Washington-9",55,34,"10/22/08",13
"1234","WA","Elway Poll-4",55,36,"10/17/08",18
"1235","WA","SurveyUSA-2",56,40,"10/12/08",23
"1236","WA","Rasmussen-1",53,43,"10/2/08",33
"1237","WA","SurveyUSA-2",54,43,"9/21/08",44
"1238","WA","ARG-3",50,44,"9/17/08",48
"1239","WA","Rasmussen-1",49,47,"9/10/08",55
"1240","WA","Elway Poll-3",45,39,"9/7/08",58
"1241","WA","SurveyUSA-3",49,45,"9/6/08",59
"1242","WA","SurveyUSA-2",51,44,"8/11/08",85
"1243","WA","Rasmussen-1",52,40,"8/6/08",90
"1244","WA","Elway Poll-10",47,35,"7/26/08",101
"1245","WA","SurveyUSA-3",55,39,"7/14/08",113
"1246","WA","Rasmussen-1",51,43,"7/9/08",118
"1247","WA","SurveyUSA-3",55,40,"6/18/08",139
"1248","WA","Rasmussen-1",53,35,"6/9/08",148
"1249","WA","SurveyUSA-3",56,39,"6/8/08",149
"1250","WA","Elway Poll-5",44,38,"5/23/08",165
"1251","WA","SurveyUSA-3",52,36,"5/17/08",171
"1252","WA","Rasmussen-1",51,40,"5/12/08",176
"1253","WA","SurveyUSA-1",54,42,"5/12/08",176
"1254","WA","SurveyUSA-3",53,40,"4/15/08",203
"1255","WA","SurveyUSA-1",51,44,"4/7/08",211
"1256","WA","Rasmussen-1",48,43,"3/27/08",222
"1257","WA","Elway Poll-3",45,39,"3/19/08",230
"1258","WA","SurveyUSA-3",52,41,"3/15/08",234
"1259","WA","Rasmussen-1",44,45,"2/28/08",250
"1260","WA","SurveyUSA-3",52,38,"2/27/08",251
"1261","WA","SurveyUSA-2",55,38,"2/3/08",275
"1262","WA","SurveyUSA-3",52,43,"1/12/08",297
"1263","WA","Election 2004-1",53,46,"1/1/08",308
"1264","WV","Zogby-4",40,50,"10/24/08",11
"1265","WV","Research 2000-3",43,49,"10/23/08",12
"1266","WV","West Virginia Wesleyan U.-2",44,49,"10/20/08",15
"1267","WV","Rasmussen-1",43,52,"10/20/08",15
"1268","WV","Opinion Research-3",44,53,"10/20/08",15
"1269","WV","Mason-Dixon-2",41,47,"10/16/08",19
"1270","WV","Insider Advantage-1",47,49,"10/13/08",22
"1271","WV","ARG-5",50,42,"10/6/08",29
"1272","WV","Rasmussen-1",42,50,"9/24/08",41
"1273","WV","Opinion Research-3",46,50,"9/22/08",43
"1274","WV","ARG-3",45,49,"9/15/08",50
"1275","WV","Mark Blankenship-4",39,44,"9/6/08",59
"1276","WV","Rasmussen-1",37,45,"6/2/08",155
"1277","WV","SurveyUSA-3",35,53,"2/27/08",251
"1278","WV","Election 2004-1",43,56,"1/1/08",308
"1279","WI","SurveyUSA-2",55,39,"10/28/08",7
"1280","WI","Research 2000-2",53,42,"10/27/08",8
"1281","WI","U. of Wisconsin-8",52,42,"10/24/08",11
"1282","WI","U. of Wisconsin-8",54,38,"10/24/08",11
"1283","WI","Rasmussen-1",51,44,"10/23/08",12
"1284","WI","Research 2000-2",52,41,"10/20/08",15
"1285","WI","U. of Wisconsin-4",53,40,"10/20/08",15
"1286","WI","SurveyUSA-2",51,43,"10/18/08",17
"1287","WI","Financial Dynamics-5",53,40,"10/18/08",17
"1288","WI","Mason-Dixon-2",51,39,"10/16/08",19
"1289","WI","St. Norbert Coll.-9",51,38,"10/13/08",22
"1290","WI","U. of Wisconsin-8",51,36,"10/11/08",24
"1291","WI","Quinnipiac U.-5",54,37,"10/10/08",25
"1292","WI","Rasmussen-1",54,44,"10/6/08",29
"1293","WI","Research 2000-2",51,41,"10/5/08",30
"1294","WI","SurveyUSA-2",52,42,"10/5/08",30
"1295","WI","Opinion Research-4",51,46,"10/4/08",31
"1296","WI","Research 2000-2",49,43,"9/22/08",43
"1297","WI","ARG-4",50,45,"9/19/08",46
"1298","WI","Quinnipiac U.-8",49,42,"9/17/08",48
"1299","WI","U. of Wisconsin-4",45,44,"9/15/08",50
"1300","WI","Rasmussen-1",48,46,"9/15/08",50
"1301","WI","Opinion Research-3",49,45,"9/15/08",50
"1302","WI","Opinion Research-3",50,47,"9/15/08",50
"1303","WI","Rasmussen-1",47,43,"8/5/08",91
"1304","WI","Wisconsin Policy Res. Inst.-2",44,38,"8/3/08",93
"1305","WI","Quinnipiac U.-9",50,39,"7/18/08",109
"1306","WI","Rasmussen-1",50,39,"7/8/08",119
"1307","WI","Quinnipiac U.-8",52,39,"6/20/08",137
"1308","WI","SurveyUSA-4",52,43,"6/14/08",143
"1309","WI","U. of Wisconsin-3",50,37,"6/9/08",148
"1310","WI","Rasmussen-1",45,43,"6/5/08",152
"1311","WI","SurveyUSA-3",48,42,"5/17/08",171
"1312","WI","Rasmussen-1",43,47,"5/5/08",183
"1313","WI","U. of Wisconsin-10",47,43,"4/19/08",199
"1314","WI","SurveyUSA-3",49,44,"4/12/08",206
"1315","WI","St. Norbert Coll.-12",46,42,"3/30/08",219
"1316","WI","Rasmussen-1",46,48,"3/26/08",223
"1317","WI","SurveyUSA-3",48,44,"3/15/08",234
"1318","WI","SurveyUSA-3",51,40,"2/27/08",251
"1319","WI","Rasmussen-1",44,43,"2/21/08",257
"1320","WI","SurveyUSA-3",52,42,"2/16/08",262
"1321","WI","Election 2004-1",50,49,"1/1/08",308
"1322","WY","Research 2000-3",36,61,"10/28/08",7
"1323","WY","SurveyUSA-2",37,58,"10/18/08",17
"1324","WY","Research 2000-3",35,58,"10/15/08",20
"1325","WY","Mason-Dixon-2",32,58,"10/13/08",22
"1326","WY","Research 2000-3",36,57,"9/23/08",42
"1327","WY","Rasmussen-1",39,58,"9/10/08",55
"1328","WY","ARG-3",28,66,"9/10/08",55
"1329","WY","Mason-Dixon-3",25,62,"8/14/08",82
"1330","WY","Research 2000-2",40,53,"5/20/08",168
"1331","WY","SurveyUSA-3",35,54,"2/27/08",251
"1332","WY","Election 2004-1",29,69,"1/1/08",308
